Date,Open,Close,Month Number,Weekly Mentions,Volume,PB,PS,MOA,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,price change,ShiftedPB,ShiftedPS
5/31/2019,36.62,36.44,17,0,8556067.0,3.947,8.843,-1.46,,,,,0.0037837837837837993,3.947,8.843
5/30/2019,37.0,37.14,17,0,7413128.0,4.023,9.013,0.21,,,,,-0.004592112371691023,4.023,9.013
5/29/2019,37.02,36.85,17,0,12270334.0,3.992,8.943,0.26,,,,,-0.0032076984763431556,3.992,8.943
5/28/2019,37.41,37.29,17,0,11770272.0,4.04,9.049,-1.16,,,,,-0.0016012810248199167,4.04,9.049
5/24/2019,37.47,37.41,17,0,9303870.0,4.053,9.078,-1.17,,,,,-0.025163826998689406,4.053,9.078
5/23/2019,38.15,37.19,17,0,18398792.0,4.029,9.025,-1.43,,,,,0.03127506014434648,4.029,9.025
5/22/2019,37.41,38.58,17,0,21105428.0,4.178999999999999,9.362,-1.65,,,,,0.0,4.178999999999999,9.362
5/21/2019,37.47,37.47,17,0,8861388.0,4.059,9.093,-3.33,,,,,0.0008081896551724445,4.059,9.093
5/20/2019,37.12,37.15,17,0,9411902.0,4.024,9.015,-2.8,,,,,-0.008723235527359194,4.024,9.015
5/17/2019,37.83,37.5,17,17,9090265.0,4.062,9.1,-1.79,,,,,0.004985568092364149,4.062,9.1
5/16/2019,38.11,38.3,17,17,10104398.0,4.149,9.294,-1.61,,,,,0.03354240523588756,4.149,9.294
5/15/2019,36.67,37.9,17,17,11523055.0,4.106,9.197000000000001,-1.88,,,,,-0.002969762419006464,4.106,9.197000000000001
5/14/2019,37.04,36.93,17,17,11125110.0,4.001,8.962,-1.74,,,,,-0.024266666666666575,4.001,8.962
5/13/2019,37.5,36.59,17,17,16829698.0,3.964,8.879,-1.89,,,,,-0.005946225439503539,3.964,8.879
5/10/2019,38.68,38.45,17,34,12258962.0,4.165,9.331,-0.84,,,,,0.017843085804250845,4.165,9.331
5/9/2019,38.11,38.79,17,34,10010669.0,4.202,9.413,-0.98,,,,,0.003381014304291169,4.202,9.413
5/8/2019,38.45,38.58,17,34,9168440.0,4.178999999999999,9.362,4.19,,,,,-0.03208020050125316,4.178999999999999,9.362
5/7/2019,39.9,38.62,17,34,19283132.0,4.184,9.372,4.225,,,,,0.013605442176870727,4.184,9.372
5/6/2019,39.69,40.23,17,34,14517359.0,4.3580000000000005,9.763,5.83,,,,,0.007905138339920957,4.3580000000000005,9.763
5/3/2019,40.48,40.8,17,25,15577111.0,4.42,9.901,6.32,,,,,0.018093781855249767,4.42,9.901
5/2/2019,39.24,39.95,17,25,13419117.0,4.328,9.695,5.49,,,,,-0.017750000000000023,4.328,9.695
5/1/2019,40.0,39.29,17,25,14962555.0,4.256,9.535,4.58,,,,,0.0030158331239004132,4.256,9.535
4/30/2019,39.79,39.91,16,25,22912022.0,4.323,9.685,5.54,,,,,0.02976960911208901,4.323,9.685
4/29/2019,38.63,39.78,16,25,19679976.0,4.309,9.654,5.2,,,,,0.0020730759264057604,4.309,9.654
4/26/2019,38.59,38.67,16,44,15270496.0,4.189,9.384,3.92,,,,,-0.0198675496688742,4.189,9.384
4/25/2019,39.26,38.48,16,44,26044758.0,4.168,9.338,3.34,,,,,-0.014300050175614658,4.168,9.338
4/24/2019,39.86,39.29,16,44,30266862.0,4.256,9.535,4.43,,,,,0.0769022474952614,4.256,9.535
4/23/2019,36.93,39.77,16,44,104262472.0,4.308,9.651,5.05,,,,,-0.0002906976744185468,4.308,9.651
4/22/2019,34.4,34.39,16,44,19704288.0,3.725,8.346,-0.03,,,,,-0.007787712719930865,3.725,8.346
4/18/2019,34.67,34.4,16,17,9806113.0,3.7260000000000004,8.347999999999999,0.65,,,,,-0.007198387561186295,3.7260000000000004,8.347999999999999
4/17/2019,34.73,34.48,16,17,9022995.0,3.735,8.367,1.04,,,,,-0.01090700344431695,3.735,8.367
4/16/2019,34.84,34.46,16,17,9396320.0,3.733,8.363,1.58,,,,,0.009598603839441486,3.733,8.363
4/15/2019,34.38,34.71,16,17,10248382.0,3.76,8.423,1.84,,,,,-0.00865301413325654,3.76,8.423
4/12/2019,34.67,34.37,16,17,12713801.0,3.7230000000000003,8.341000000000001,2.09,,,,,-0.004892086330935301,3.7230000000000003,8.341000000000001
4/11/2019,34.75,34.58,16,17,10982651.0,3.7460000000000004,8.392000000000001,1.52,,,,,-0.01446398184912076,3.7460000000000004,8.392000000000001
4/10/2019,35.26,34.75,16,17,11648786.0,3.764,8.433,2.16,,,,,0.008610792192881663,3.764,8.433
4/9/2019,34.84,35.14,16,17,13889711.0,3.807,8.527999999999999,2.12,,,,,0.0020120724346076543,3.807,8.527999999999999
4/8/2019,34.79,34.86,16,17,10655009.0,3.7760000000000002,8.46,2.25,,,,,0.00492040520984086,3.7760000000000002,8.46
4/5/2019,34.55,34.72,16,0,9571670.0,3.761,8.426,2.15,,,,,-0.008069164265129715,3.761,8.426
4/4/2019,34.7,34.42,16,0,14604127.0,3.7289999999999996,8.353,3.15,,,,,0.01117647058823537,3.7289999999999996,8.353
4/3/2019,34.0,34.38,16,0,18040972.0,3.7239999999999998,8.343,3.3,,,,,0.009270334928229734,3.7239999999999998,8.343
4/2/2019,33.44,33.75,16,0,11638013.0,3.656,8.19,2.53,,,,,0.008443908323281096,3.656,8.19
4/1/2019,33.16,33.44,16,0,12499656.0,3.622,8.115,2.41,,,,,-0.0066465256797582735,3.622,8.115
3/29/2019,33.1,32.88,15,0,13529256.0,3.6919999999999997,8.26,1.58,,,,,0.017962217404769228,3.6919999999999997,8.26
3/28/2019,32.29,32.87,15,0,17750596.0,3.6910000000000003,8.257,1.71,,,,,-0.019738839963559022,3.6910000000000003,8.257
3/27/2019,32.93,32.28,15,0,13669409.0,3.625,8.109,1.41,,,,,0.002425712553062626,3.625,8.109
3/26/2019,32.98,33.06,15,0,17252300.0,3.713,8.305,3.02,,,,,-0.007310386841303531,3.713,8.305
3/25/2019,32.83,32.59,15,0,15272347.0,3.66,8.187000000000001,2.47,,,,,0.016000000000000097,3.66,8.187000000000001
