Date,Close,Month Number,Weekly Mentions,Volume,PB,PS,MOA
6/11/2018,41.46,6,39,12357835.0,21.769000000000002,8.017000000000001,2.22
6/8/2018,39.24,6,0,4448194.0,20.603,7.587999999999999,-0.33
6/7/2018,39.57,6,0,6494310.0,20.776999999999997,7.652,0.12
6/6/2018,39.45,6,0,8130791.0,20.714000000000002,7.629,-0.81
6/5/2018,40.26,6,0,10949206.0,21.139,7.785,2.23
6/4/2018,38.03,6,0,5655570.0,19.968,7.354,0.96
6/1/2018,37.07,6,0,6991263.0,19.464000000000002,7.169,-0.39
5/31/2018,37.46,5,0,4160117.0,19.669,7.244,-0.99
5/30/2018,38.45,5,0,7371784.0,20.189,7.435,-0.15
5/29/2018,38.6,5,0,13802296.0,20.267,7.4639999999999995,0.03
5/25/2018,38.54,5,26,21203420.0,20.236,7.452999999999999,2.55
5/24/2018,35.99,5,26,5706642.0,18.897000000000002,6.96,1.44
5/23/2018,34.55,5,26,2368455.0,18.141,6.681,0.51
5/22/2018,34.04,5,26,3353656.0,17.873,6.582999999999999,-0.7
5/21/2018,34.74,5,26,4808681.0,18.241,6.718,-0.66
5/18/2018,35.4,5,25,6855008.0,18.587,6.846,1.14
5/17/2018,34.26,5,25,2639807.0,17.989,6.625,-0.18
5/16/2018,34.44,5,25,2364831.0,18.083,6.66,0.36
5/15/2018,34.08,5,25,4964961.0,17.894000000000002,6.59,-1.22
5/14/2018,35.3,5,25,5932360.0,18.535,6.8260000000000005,0.16
5/11/2018,35.14,5,27,12678153.0,18.451,6.795,-0.32
5/10/2018,35.46,5,27,30801964.0,18.619,6.857,-0.62
5/9/2018,36.08,5,27,21384696.0,18.944000000000003,6.977,2.96
5/8/2018,33.12,5,27,5501023.0,17.39,6.405,-0.05
5/7/2018,33.17,5,27,6006650.0,17.416,6.414,1.62
5/4/2018,31.55,5,0,5104481.0,16.566,6.101,0.53
5/3/2018,31.02,5,0,5824355.0,16.287,5.999,-2.34
5/2/2018,33.36,5,0,2645934.0,17.516,6.4510000000000005,0.39
5/1/2018,32.97,5,0,2133090.0,17.311,6.376,0.43
4/30/2018,32.54,4,0,1640778.0,17.085,6.292999999999999,-0.16
4/27/2018,32.7,4,0,1211023.0,17.169,6.3229999999999995,-0.21
4/26/2018,32.91,4,0,2175239.0,17.28,6.364,1.03
4/25/2018,31.88,4,0,1668360.0,16.739,6.165,-0.52
4/24/2018,32.4,4,0,2892759.0,17.012,6.265,0.13
4/23/2018,32.27,4,0,2114107.0,16.944000000000003,6.24,-0.3
4/20/2018,32.57,4,0,5022151.0,17.101,6.297999999999999,-0.13
4/19/2018,32.7,4,0,7067871.0,17.169,6.3229999999999995,0.98
4/18/2018,31.72,4,0,15597778.0,16.655,6.1339999999999995,-4.26
4/17/2018,35.98,4,0,13923158.0,18.892,6.957999999999999,2.96
4/16/2018,33.02,4,0,2325614.0,17.338,6.385,0.33
4/13/2018,32.69,4,0,1926837.0,17.164,6.322,-1.0
4/12/2018,33.69,4,0,2354044.0,17.689,6.515,1.68
4/11/2018,32.01,4,0,1673911.0,16.807000000000002,6.19,-0.26
4/10/2018,32.27,4,0,3197347.0,16.944000000000003,6.24,-0.34
4/9/2018,32.61,4,0,2090847.0,17.122,6.306,1.25
4/6/2018,31.36,4,25,1364921.0,16.465999999999998,6.064,-0.4
4/5/2018,31.76,4,25,3095553.0,16.676,6.142,-0.51
4/4/2018,32.27,4,25,3211625.0,16.944000000000003,6.24,1.98
4/3/2018,30.29,4,25,4481721.0,15.904000000000002,5.857,-0.04
4/2/2018,30.33,4,25,3253472.0,15.925,5.865,-0.385
3/29/2018,31.1,3,0,6457873.0,20.250999999999998,6.013999999999999,-0.2
3/28/2018,31.3,3,0,5184730.0,20.381,6.053,-1.7
3/27/2018,33.0,3,0,9532729.0,21.488000000000003,6.381,-1.59
3/26/2018,34.59,3,0,5476389.0,22.523000000000003,6.689,2.53
3/23/2018,32.06,3,0,3171492.0,20.875999999999998,6.2,-1.45
3/22/2018,33.51,3,0,2607673.0,21.82,6.48,-0.74
3/21/2018,34.25,3,0,1748759.0,22.302,6.622999999999999,-0.48
3/20/2018,34.73,3,0,3663666.0,22.615,6.716,0.88
3/19/2018,33.85,3,0,3583076.0,22.041999999999998,6.546,-2.01
3/16/2018,35.86,3,0,1900717.0,23.35,6.935,-0.41
3/15/2018,36.27,3,0,2982607.0,23.616999999999997,7.013999999999999,-0.66
3/14/2018,36.93,3,0,2167140.0,24.046999999999997,7.141,-0.44
3/13/2018,37.37,3,0,3752647.0,24.334,7.227,-0.5
3/12/2018,37.87,3,0,3154539.0,24.659000000000002,7.3229999999999995,-0.63
3/9/2018,38.5,3,0,1891854.0,25.069000000000003,7.445,-0.19
3/8/2018,38.69,3,0,1868880.0,25.193,7.482,-0.2
3/7/2018,38.89,3,0,2092186.0,25.323,7.52,0.31
3/6/2018,38.58,3,0,2702716.0,25.122,7.461,-0.42
3/5/2018,39.0,3,0,3303154.0,25.395,7.542000000000001,1.43
3/2/2018,37.57,3,27,3630697.0,24.464000000000002,7.265,-1.15
3/1/2018,38.72,3,27,4438023.0,25.213,7.4879999999999995,-2.05
2/28/2018,40.77,2,27,2159617.0,26.548000000000002,7.8839999999999995,-0.14
2/27/2018,40.91,2,27,3080949.0,26.639,7.9110000000000005,0.47
2/26/2018,40.44,2,27,5135042.0,26.333000000000002,7.82,-1.08
2/23/2018,41.52,2,64,6155164.0,27.035999999999998,8.029,-0.53
2/22/2018,42.05,2,64,24022572.0,27.381,8.132,-9.05
2/21/2018,51.1,2,64,12715582.0,33.274,9.882,-0.08
2/20/2018,51.18,2,64,7554968.0,33.326,9.897,1.525
2/16/2018,48.13,2,24,6183410.0,31.34,9.307,2.49
2/15/2018,45.64,2,24,2061708.0,29.719,8.826,0.79
2/14/2018,44.85,2,24,3434127.0,29.204,8.673,1.83
2/13/2018,43.02,2,24,1278119.0,28.013,8.318999999999999,-0.21
2/12/2018,43.23,2,24,1967379.0,28.149,8.36,0.77
2/9/2018,42.46,2,0,3590670.0,27.648000000000003,8.211,-1.24
2/8/2018,43.7,2,0,5320436.0,28.455,8.451,-1.99
2/7/2018,45.69,2,0,4760397.0,29.750999999999998,8.835,3.79
2/6/2018,41.9,2,0,2636989.0,27.283,8.103,1.73
2/5/2018,40.17,2,0,2848181.0,26.156999999999996,7.768,-0.29
2/2/2018,40.46,2,0,2846383.0,26.346,7.824,0.54
2/1/2018,39.92,2,0,2521689.0,25.994,7.72,-0.7
1/31/2018,40.62,1,0,2245854.0,26.45,7.855,-0.9
1/30/2018,41.52,1,0,2807173.0,27.035999999999998,8.029,-0.84
1/29/2018,42.36,1,0,1795846.0,27.583000000000002,8.191,-0.55
1/26/2018,42.91,1,24,3280543.0,27.941,8.298,-1.19
1/25/2018,44.1,1,24,3933358.0,28.715999999999998,8.527999999999999,1.85
1/24/2018,42.25,1,24,3546287.0,27.511,8.17,-0.37
1/23/2018,42.62,1,24,8382081.0,27.752,8.242,-1.0
1/22/2018,43.62,1,24,5429555.0,28.403000000000002,8.435,3.4
1/19/2018,40.22,1,0,1967863.0,26.189,7.778,-0.54
1/18/2018,40.76,1,0,2728936.0,26.541,7.882000000000001,-0.78
1/17/2018,41.54,1,0,6603145.0,27.049,8.033,2.35
1/16/2018,39.19,1,0,7956518.0,25.519000000000002,7.577999999999999,-2.095
1/12/2018,43.38,1,27,3724498.0,28.247,8.389,-0.49
1/11/2018,43.87,1,27,3332324.0,28.566,8.482999999999999,-0.84
1/10/2018,44.71,1,27,5157043.0,29.113000000000003,8.646,-0.02
1/9/2018,44.73,1,27,7244491.0,29.125999999999998,8.65,-2.74
1/8/2018,47.47,1,27,12031446.0,30.91,9.18,1.19
