Date,Open,Close,Month Number,Weekly Mentions,Volume,PB,PS,MOA,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,price change,ShiftedPB,ShiftedPS
9/5/2019,222.5,229.58,21,6,7403322.0,7.195,1.649,3.72,,,,,-0.02737013530785836,7.195,1.649
9/4/2019,226.89,220.67999,21,6,5768696.0,6.916,1.585,-6.15,,,,,0.004150258836129843,6.916,1.585
9/3/2019,224.08,225.00999,21,6,5360546.0,7.0520000000000005,1.6159999999999999,5.07,,,,,-0.015448353281621304,7.0520000000000005,1.6159999999999999
8/30/2019,229.14999,225.61,20,9,9327775.0,7.071000000000001,1.62,5.99,,,,,0.0123744748858448,7.071000000000001,1.62
8/29/2019,219.0,221.71001,20,9,5183104.0,6.9479999999999995,1.5919999999999999,-13.29,,,,,0.008891384716177668,6.9479999999999995,1.5919999999999999
8/28/2019,213.69,215.59,20,9,3238625.0,6.756,1.548,-13.42,,,,,-0.007694493014995223,6.756,1.548
8/27/2019,215.74001,214.08,20,9,5420727.0,6.709,1.537,-20.93,,,,,0.006554259992778102,6.709,1.537
8/26/2019,213.60001,215.0,20,9,5054414.0,6.7379999999999995,1.544,-23.3,,,,,-0.03895990362322133,6.7379999999999995,1.544
8/23/2019,219.97,211.39999,20,22,8559704.0,6.625,1.518,-22.02,,,,,-0.0029174596050269698,6.625,1.518
8/22/2019,222.8,222.14999,20,22,6564964.0,6.962000000000001,1.595,-8.6,,,,,-0.005315031093870935,6.962000000000001,1.595
8/21/2019,222.00999,220.83,20,22,7799744.0,6.921,1.5859999999999999,-7.49,,,,,-0.007732185220982299,6.921,1.5859999999999999
8/20/2019,227.62,225.86,20,22,4170527.0,7.077999999999999,1.6219999999999999,-8.48,,,,,0.01168542831785254,7.077999999999999,1.6219999999999999
8/19/2019,224.21001,226.83,20,22,5311748.0,7.109,1.629,-7.02,,,,,0.015138927351610824,7.109,1.629
8/16/2019,216.66,219.94,20,3,5207376.0,6.893,1.58,-21.67,,,,,-0.023634881825590995,6.893,1.58
8/15/2019,220.86,215.64,20,3,8231952.0,6.757999999999999,1.5490000000000002,-26.62,,,,,-0.05012763071979456,6.757999999999999,1.5490000000000002
8/14/2019,231.21001,219.62,20,3,9562591.0,6.882999999999999,1.577,-16.15,,,,,0.02705301341724574,6.882999999999999,1.577
8/13/2019,228.81,235.0,20,3,4868998.0,7.365,1.6880000000000002,6.96,,,,,-0.017082363316779224,7.365,1.6880000000000002
8/12/2019,232.99001,229.00999,20,3,4663937.0,7.1770000000000005,1.645,0.19,,,,,-0.004405888582927446,7.1770000000000005,1.645
8/9/2019,236.05,235.00999,20,23,3898244.0,7.365,1.6880000000000002,-29.87,,,,,0.016421411814886,7.365,1.6880000000000002
8/8/2019,234.45,238.3,20,23,5274349.0,7.468,1.7109999999999999,-21.87,,,,,0.030551876379690895,7.468,1.7109999999999999
8/7/2019,226.5,233.42,20,23,4776500.0,7.315,1.676,-22.26,,,,,-0.004873210281179901,7.315,1.676
8/6/2019,231.88,230.75,20,23,5564200.0,7.232,1.6569999999999998,-27.43,,,,,-0.0055749126491762835,7.232,1.6569999999999998
8/5/2019,229.60001,228.32001,20,23,7028279.0,7.155,1.64,-25.22,,,,,0.012924097128848216,7.155,1.64
8/2/2019,231.35001,234.34,20,26,6136481.0,7.343999999999999,1.683,-20.52,,,,,-0.0362661461473788,7.343999999999999,1.683
8/1/2019,242.64999,233.85001,20,26,8259516.0,7.329,1.679,-18.53,,,,,-0.005720164609053442,7.329,1.679
7/31/2019,243.0,241.61,19,26,9178208.0,7.572,1.735,-11.89,,,,,0.04018892400982922,7.572,1.735
7/30/2019,232.89999,242.25999,19,26,8109014.0,7.5920000000000005,1.74,-2.82,,,,,0.03822273107578496,7.5920000000000005,1.74
7/29/2019,227.09,235.77,19,26,9273331.0,7.388999999999999,1.693,-2.83,,,,,0.0049356160761501915,7.388999999999999,1.693
7/26/2019,226.92,228.03999,19,59,10027697.0,7.147,1.6380000000000001,-10.88,,,,,-0.02004278372591008,7.147,1.6380000000000001
7/25/2019,233.5,228.82001,19,59,22418252.0,7.171,1.643,-1.24,,,,,0.022031831537915998,7.171,1.643
7/24/2019,259.17001,264.88,19,59,11072835.0,8.301,1.902,34.54,,,,,0.013478322366807719,8.301,1.902
7/23/2019,256.70999,260.17001,19,59,5023121.0,8.154,1.868,27.07,,,,,-0.01186477294685989,8.154,1.868
7/22/2019,258.75,255.67999,19,59,6846273.0,8.013,1.8359999999999999,21.68,,,,,0.009738315929445726,8.013,1.8359999999999999
7/19/2019,255.69,258.17999,19,13,7048410.0,8.091000000000001,1.854,23.28,,,,,-0.0059204469711822095,8.091000000000001,1.854
7/18/2019,255.05,253.53999,19,13,4764483.0,7.946000000000001,1.821,28.99,,,,,-0.003168146438768623,7.946000000000001,1.821
7/17/2019,255.67,254.86,19,13,9764727.0,7.987,1.83,27.69,,,,,0.012354592860007958,7.987,1.83
7/16/2019,249.3,252.38,19,13,8148989.0,7.909,1.8119999999999998,28.92,,,,,0.02217741935483871,7.909,1.8119999999999998
7/15/2019,248.0,253.5,19,13,11000092.0,7.945,1.821,30.66,,,,,0.022231491136600678,7.945,1.821
7/12/2019,239.75,245.08,19,19,9200521.0,7.681,1.76,25.81,,,,,0.001931678844377304,7.681,1.76
7/11/2019,238.14,238.60001,19,19,7514430.0,7.478,1.714,18.84,,,,,0.02037160027211611,7.478,1.714
7/10/2019,234.14999,238.92,19,19,9145736.0,7.4879999999999995,1.716,15.28,,,,,0.004760448967113611,7.4879999999999995,1.716
7/9/2019,228.97,230.06,19,19,6190835.0,7.21,1.652,8.2,,,,,-0.0038921032739966097,7.21,1.652
7/8/2019,231.24001,230.34,19,19,5880542.0,7.218999999999999,1.6540000000000001,10.72,,,,,-0.006266785766859109,7.218999999999999,1.6540000000000001
7/5/2019,234.57001,233.10001,19,23,7065738.0,7.305,1.6740000000000002,6.67,,,,,-0.018756046618488592,7.305,1.6740000000000002
7/3/2019,239.39,234.89999,19,23,14201148.0,7.362,1.6869999999999998,9.87,,,,,-0.01896107300449987,7.362,1.6869999999999998
7/2/2019,228.89,224.55,19,23,9259027.0,7.037000000000001,1.6130000000000002,9.63,,,,,-0.01320537712500001,7.037000000000001,1.6130000000000002
7/1/2019,230.21001,227.17,19,23,8237964.0,7.119,1.631,13.26,,,,,0.011176975828002355,7.119,1.631
6/28/2019,220.99001,223.46001,18,13,6851384.0,8.427,1.7180000000000002,14.2,,,,,0.015447710184552358,8.427,1.7180000000000002
6/27/2019,219.45,222.84,18,13,6339710.0,8.404,1.713,5.74,,,,,-0.004720620943216341,8.404,1.713
6/26/2019,220.31,219.27,18,13,8507208.0,8.269,1.686,6.39,,,,,-0.020633762645394176,8.269,1.686
6/25/2019,224.39,219.75999,18,13,6182071.0,8.287,1.689,15.26,,,,,0.0017917487102781175,8.287,1.689
6/24/2019,223.24001,223.64,18,13,5750771.0,8.434,1.719,17.69,,,,,0.02608454352048846,8.434,1.719
6/21/2019,216.22,221.86,18,36,8202078.0,8.367,1.705,25.27,,,,,-0.01515695067264572,8.367,1.705
6/20/2019,223.0,219.62,18,36,11863462.0,8.282,1.6880000000000002,26.02,,,,,0.0058637554973123805,8.282,1.6880000000000002
6/19/2019,225.11,226.42999,18,36,6575135.0,8.539,1.7409999999999999,47.46,,,,,-0.017401145505421416,8.539,1.7409999999999999
6/18/2019,228.72,224.74001,18,36,12715788.0,8.475,1.7280000000000002,39.58,,,,,0.044319658436977966,8.475,1.7280000000000002
6/17/2019,215.48,225.03,18,36,12316803.0,8.486,1.73,36.81,,,,,0.0173727810650887,8.486,1.73
6/14/2019,211.25,214.92,18,29,7433402.0,8.105,1.652,25.06,,,,,0.016779161517254497,8.105,1.652
6/13/2019,210.38,213.91,18,29,8168260.0,8.067,1.6440000000000001,25.21,,,,,-0.06140394707333484,8.067,1.6440000000000001
6/12/2019,222.95,209.25999,18,29,15197544.0,7.891,1.609,19.595,,,,,-0.009309071826229757,7.891,1.609
6/11/2019,219.14,217.10001,18,29,11653537.0,8.187000000000001,1.669,26.47,,,,,0.012508917954815674,8.187000000000001,1.669
6/10/2019,210.25,212.88,18,29,10585039.0,8.027999999999999,1.636,17.39,,,,,-0.0024390243902439024,8.027999999999999,1.636
6/7/2019,205.0,204.5,18,60,16003527.0,7.712000000000001,1.5719999999999998,11.77,,,,,0.0073860301310897615,7.712000000000001,1.5719999999999998
6/6/2019,204.44,205.95,18,60,20242152.0,7.767,1.5830000000000002,0.87,,,,,-0.010519378423564447,7.767,1.5830000000000002
6/5/2019,198.67999,196.59,18,60,13510756.0,7.414,1.511,-8.77,,,,,0.06902263561443205,7.414,1.511
6/4/2019,181.10001,193.60001,18,60,13807522.0,7.301,1.4880000000000002,-17.43,,,,,-0.035254112190939095,7.301,1.4880000000000002
6/3/2019,185.50999,178.97,18,60,13064410.0,6.749,1.376,-49.36,,,,,0.0003240950662293271,6.749,1.376
5/31/2019,185.10001,185.16,17,46,10406732.0,6.983,1.423,-46.79,,,,,-0.002807947019867556,6.983,1.423
5/30/2019,188.75,188.22,17,46,7926475.0,7.098,1.4469999999999998,-44.09,,,,,0.014751415566466385,7.098,1.4469999999999998
5/29/2019,187.10001,189.86,17,46,11968638.0,7.16,1.459,-37.15,,,,,-0.013075313807531382,7.16,1.459
5/28/2019,191.2,188.7,17,46,10312901.0,7.1160000000000005,1.4509999999999998,-50.82,,,,,-0.046039133263273864,7.1160000000000005,1.4509999999999998
5/24/2019,199.83,190.63,17,61,14136572.0,7.189,1.465,-54.21,,,,,0.005917515694144329,7.189,1.465
5/23/2019,194.34,195.49001,17,61,26547142.0,7.372000000000001,1.5030000000000001,-51.57,,,,,-0.031994021497035625,7.372000000000001,1.5030000000000001
5/22/2019,199.10001,192.73,17,61,18685188.0,7.268,1.482,-62.61,,,,,0.037014615544833034,7.268,1.482
5/21/2019,197.75999,205.08,17,61,18003900.0,7.734,1.5759999999999998,-49.95,,,,,0.01262327416173571,7.734,1.5759999999999998
5/20/2019,202.8,205.36,17,61,20526196.0,7.744,1.579,-38.74,,,,,-0.04924314970070514,7.744,1.579
5/17/2019,221.96001,211.03,17,16,17786666.0,7.957999999999999,1.6219999999999999,-22.98,,,,,-0.005054729833337842,7.957999999999999,1.6219999999999999
5/16/2019,229.49001,228.33,17,16,7483273.0,8.611,1.755,-10.36,,,,,0.011468645932816731,8.611,1.755
5/15/2019,229.32001,231.95,17,16,7295976.0,8.747,1.7830000000000001,-9.52,,,,,0.013126907980811123,8.747,1.7830000000000001
5/14/2019,229.3,232.31,17,16,7252412.0,8.761000000000001,1.786,-2.83,,,,,-0.02155079615321737,8.761000000000001,1.786
5/13/2019,232.00999,227.00999,17,16,10834796.0,8.561,1.745,-20.62,,,,,-0.0009593326381647123,8.561,1.745
5/10/2019,239.75,239.52,17,16,7008336.0,9.033,1.841,-19.14,,,,,-8.264462809921583e-05,9.033,1.841
5/9/2019,242.0,241.98,17,16,6711382.0,9.125,1.86,-21.92,,,,,-0.008504090062363304,9.125,1.86
5/8/2019,246.94,244.84,17,16,6176440.0,9.232999999999999,1.882,-17.91,,,,,-0.03792831144580643,9.232999999999999,1.882
5/7/2019,256.79999,247.06,17,16,10131408.0,9.317,1.899,-20.945,,,,,0.021278297736181076,9.317,1.899
5/6/2019,250.02,255.34,17,16,10833943.0,9.629,1.963,-17.92,,,,,0.04580497006479122,9.629,1.963
5/3/2019,243.86,255.03,17,28,23706772.0,9.617,1.96,-16.2,,,,,-0.005783602150537686,9.617,1.96
5/2/2019,245.52,244.10001,17,28,18159340.0,9.205,1.876,-29.26,,,,,-0.02026384675470606,9.205,1.876
5/1/2019,238.85001,234.00999,17,28,10704354.0,8.825,1.7990000000000002,-32.37,,,,,-0.013922168057506422,8.825,1.7990000000000002
4/30/2019,242.06,238.69,16,28,9464628.0,9.001,1.835,-29.01,,,,,0.02378529636224873,9.001,1.835
4/29/2019,235.86,241.47,16,28,16714476.0,9.106,1.8559999999999999,-26.95,,,,,-0.04608519269776882,9.106,1.8559999999999999
4/26/2019,246.5,235.14,16,52,22360708.0,8.867,1.808,-40.92,,,,,-0.028901960784313743,8.867,1.808
4/25/2019,255.0,247.63,16,52,21849392.0,9.338,1.9040000000000001,-24.68,,,,,-0.019670304352082352,9.338,1.9040000000000001
4/24/2019,263.85001,258.66,16,52,10727454.0,9.754,1.9880000000000002,-14.54,,,,,0.014414761269066356,9.754,1.9880000000000002
4/23/2019,260.14999,263.89999,16,52,10943859.0,9.952,2.029,-11.06,,,,,-0.023234200743494422,9.952,2.029
4/22/2019,269.0,262.75,16,52,12147141.0,9.908999999999999,2.02,-5.03,,,,,0.007484422538641759,9.908999999999999,2.02
4/18/2019,271.23001,273.26001,16,10,5876325.0,10.305,2.101,-12.62,,,,,-0.012811610555050071,10.305,2.101
4/17/2019,274.75,271.23001,16,10,5126468.0,10.228,2.085,-17.95,,,,,0.028635898400752518,10.228,2.085
4/16/2019,265.75,273.35999,16,10,7272930.0,10.309000000000001,2.101,-6.5,,,,,-0.008375832930052488,10.309000000000001,2.101
4/15/2019,268.63,266.38,16,10,10038579.0,10.045,2.048,-12.24,,,,,-0.009325697579749858,10.045,2.048
4/12/2019,270.22,267.70001,16,44,6745974.0,10.095,2.0580000000000003,-7.13,,,,,0.0004473350893528207,10.095,2.0580000000000003
4/11/2019,268.29999,268.42001,16,44,9835927.0,10.122,2.063,0.65,,,,,-0.002457143978360248,10.122,2.063
4/10/2019,276.73999,276.06,16,44,7061314.0,10.411,2.122,15.64,,,,,0.002429633809299974,10.411,2.122
4/9/2019,271.64999,272.31,16,44,5904031.0,10.269,2.093,7.78,,,,,-0.016169073427202914,10.269,2.093
4/8/2019,277.69,273.20001,16,44,10410436.0,10.302999999999999,2.1,-0.82,,,,,0.01889868890901546,10.302999999999999,2.1
4/5/2019,269.85999,274.95999,16,19,13038257.0,10.369000000000002,2.114,1.36,,,,,0.02249031950474153,10.369000000000002,2.114
4/4/2019,261.89001,267.78,16,19,23720728.0,10.097999999999999,2.0580000000000003,0.31,,,,,0.015627139926662183,10.097999999999999,2.0580000000000003
4/3/2019,287.32001,291.81,16,19,7929864.0,11.004000000000001,2.2430000000000003,22.32,,,,,-0.008393999597433161,11.004000000000001,2.2430000000000003
4/2/2019,288.29999,285.88,16,19,5478940.0,10.780999999999999,2.198,10.45,,,,,0.023211343853938048,10.780999999999999,2.198
4/1/2019,282.62,289.17999,16,19,8110439.0,10.905,2.2230000000000003,-0.78,,,,,0.004162109646138734,10.905,2.2230000000000003
3/29/2019,278.70001,279.85999,15,19,5991338.0,9.812000000000001,2.251,-9.1,,,,,0.005267715399047407,9.812000000000001,2.251
3/28/2019,277.16,278.62,15,19,6774093.0,9.767999999999999,2.241,-4.74,,,,,0.022623218604651198,9.767999999999999,2.241
3/27/2019,268.75,274.82999,15,19,8779166.0,9.635,2.21,-16.09,,,,,0.012592610800181552,9.635,2.21
3/26/2019,264.44,267.76999,15,19,7350948.0,9.388,2.154,-16.37,,,,,0.002733895604092803,9.388,2.154
3/25/2019,259.70999,260.42001,15,19,10215029.0,9.13,2.094,-16.17,,,,,-0.02953257867534604,9.13,2.094
3/22/2019,272.57999,264.53,15,25,8745609.0,9.274,2.127,-11.71,,,,,0.00520902402021192,9.274,2.127
3/21/2019,272.60001,274.01999,15,25,5947098.0,9.607000000000001,2.204,-2.52,,,,,0.014498164559308835,9.607000000000001,2.204
3/20/2019,269.69,273.60001,15,25,6908224.0,9.592,2.2,-11.76,,,,,-0.00011214953271017838,9.592,2.2
3/19/2019,267.5,267.47,15,25,11800630.0,9.377,2.151,-27.32,,,,,-0.02358699275362327,9.377,2.151
3/18/2019,276.0,269.48999,15,25,10280980.0,9.448,2.167,-50.39,,,,,-0.028499946086559858,9.448,2.167
3/15/2019,283.51001,275.42999,15,22,14785531.0,9.656,2.215,-39.31,,,,,-0.008514344041226106,9.656,2.215
3/14/2019,292.45001,289.95999,15,22,7103447.0,10.166,2.332,-7.9,,,,,0.01782317780285939,10.166,2.332
3/13/2019,283.89999,288.95999,15,22,6844719.0,10.131,2.324,-9.81,,,,,-0.010925338089473897,10.131,2.324
3/12/2019,286.48999,283.35999,15,22,7504137.0,9.934,2.279,-11.35,,,,,0.02610052292961771,9.934,2.279
3/11/2019,283.51999,290.92001,15,22,7392278.0,10.199,2.34,-0.31,,,,,0.026109602397890983,10.199,2.34
3/8/2019,276.91,284.14001,15,28,8819625.0,9.962,2.285,-18.42,,,,,-0.008069143594893129,9.962,2.285
3/7/2019,278.84,276.59,15,28,9442483.0,9.697000000000001,2.224,-29.05,,,,,-0.0008681278621192739,9.697000000000001,2.224
3/6/2019,276.48001,276.23999,15,28,10335485.0,9.685,2.222,-30.52,,,,,-0.019361666666666683,9.685,2.222
3/5/2019,282.0,276.54001,15,28,18764740.0,9.695,2.224,-31.34,,,,,-0.042801589963773055,9.695,2.224
3/4/2019,298.12,285.35999,15,28,17096818.0,10.004,2.295,-18.41,,,,,-0.03958425099367956,10.004,2.295
